Frame;Timestamp;Real Hand Position;Real Hand Rotation;Virtual Hand Position;Virtual Hand Rotation;Target;Redirection Technique;Target Real Position;Target Real Rotation;Target Virtual Position;Target Virtual Rotation;Body Position;Body Rotation;
1996;2021/06/20 22:12:43 674;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1997;2021/06/20 22:12:43 685;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1998;2021/06/20 22:12:43 699;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1999;2021/06/20 22:12:43 712;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2000;2021/06/20 22:12:43 724;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2001;2021/06/20 22:12:43 737;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2002;2021/06/20 22:12:43 750;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2003;2021/06/20 22:12:43 762;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2004;2021/06/20 22:12:43 775;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2005;2021/06/20 22:12:43 787;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2006;2021/06/20 22:12:43 800;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2007;2021/06/20 22:12:43 813;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2008;2021/06/20 22:12:43 827;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2009;2021/06/20 22:12:43 840;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2010;2021/06/20 22:12:43 852;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2011;2021/06/20 22:12:43 865;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2012;2021/06/20 22:12:43 878;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2013;2021/06/20 22:12:43 890;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2014;2021/06/20 22:12:43 903;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2015;2021/06/20 22:12:43 915;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2016;2021/06/20 22:12:43 928;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2017;2021/06/20 22:12:43 942;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2018;2021/06/20 22:12:43 957;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2019;2021/06/20 22:12:43 970;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2020;2021/06/20 22:12:43 985;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2021;2021/06/20 22:12:43 998;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2022;2021/06/20 22:12:44 12;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2023;2021/06/20 22:12:44 24;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2024;2021/06/20 22:12:44 36;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2025;2021/06/20 22:12:44 49;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2026;2021/06/20 22:12:44 62;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2027;2021/06/20 22:12:44 75;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2028;2021/06/20 22:12:44 87;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2029;2021/06/20 22:12:44 104;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2030;2021/06/20 22:12:44 116;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2031;2021/06/20 22:12:44 129;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2032;2021/06/20 22:12:44 141;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2033;2021/06/20 22:12:44 154;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2034;2021/06/20 22:12:44 166;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2035;2021/06/20 22:12:44 180;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2036;2021/06/20 22:12:44 192;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2037;2021/06/20 22:12:44 205;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2038;2021/06/20 22:12:44 217;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2039;2021/06/20 22:12:44 228;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2040;2021/06/20 22:12:44 241;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2041;2021/06/20 22:12:44 254;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2042;2021/06/20 22:12:44 267;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2043;2021/06/20 22:12:44 279;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2044;2021/06/20 22:12:44 293;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2045;2021/06/20 22:12:44 307;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2046;2021/06/20 22:12:44 321;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2047;2021/06/20 22:12:44 335;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2048;2021/06/20 22:12:44 348;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2049;2021/06/20 22:12:44 362;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2050;2021/06/20 22:12:44 378;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2051;2021/06/20 22:12:44 396;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2052;2021/06/20 22:12:44 412;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2053;2021/06/20 22:12:44 427;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
2054;2021/06/20 22:12:44 439;(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);(-0.5, 0.5, 0.7);(0.0, 0.0, 0.0, 1.0);VirtualCube (HR_Toolkit.RedirectionObject);InterpolationWithRotation;(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.2, 0.6, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
